player_id,player_name,age,nationality,team,jersey_number,position,height_cm,weight_kg,preferred_foot,club_name,market_value_eur,match_id,match_date,stadium,city,opponent_team,tournament_stage,match_result,goals_team,goals_opponent,minutes_played,goals,assists,shots,shots_on_target,expected_goals_xg,expected_assists_xa,key_passes,successful_passes,total_passes,pass_accuracy,dribbles_attempted,successful_dribbles,crosses,successful_crosses,tackles,interceptions,clearances,blocks,aerial_duels_won,aerial_duels_lost,recoveries,defensive_actions,fouls_committed,fouls_suffered,yellow_cards,red_cards,offsides,saves,save_percentage,punches,clean_sheet,goals_conceded,penalty_saves,distance_covered_km,sprint_distance_km,top_speed_kmh,accelerations,decelerations,stamina_score,player_rating,performance_score,offensive_contribution,defensive_contribution,possession_impact,pressure_resistance,creativity_score,consistency_score,clutch_performance_score,total_goals_tournament,total_assists_tournament,total_minutes_tournament,player_of_match_awards,tournament_rating
P00629,Gianluca Tapia,23,Peruvian,Peru,5,Defender,189,75,Left,Santos,3718377,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,90,0,0,0,0,0.0,0.0,0,30,38,0.81,1,0,4,1,0,4,2,1,4,4,6,7,1,0,0,0,0,0,0.0,0,0,0,0,9.9,0.9,33.2,28,26,82.1,7.1,71.1,22.4,36.6,3.9,49.1,26.2,42.0,68.7,1,0,341,0,7.4
P00638,Gianluca Peña,29,Peruvian,Peru,14,Midfielder,173,73,Right,Universidad de Chile,146864940,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,65,1,0,1,0,0.0,0.0,2,55,67,0.83,1,0,1,0,1,1,0,0,1,0,1,2,1,1,0,0,0,0,0.0,0,0,0,0,6.9,0.8,34.0,19,14,99.0,7.4,75.2,99.0,85.0,12.7,89.3,75.6,99.0,57.8,1,0,190,0,7.5
P00633,Christian Valera,28,Peruvian,Peru,9,Defender,190,81,Right,Flamengo,1457590,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,72,0,0,0,0,0.0,0.0,1,24,26,0.95,0,0,0,0,2,1,2,1,1,0,1,6,1,0,0,0,0,0,0.0,0,0,0,0,8.1,1.1,35.9,22,20,77.4,6.5,65.7,24.6,49.4,2.5,52.2,5.0,46.0,72.0,0,0,88,0,6.6
P00636,Alexander Hohberg,27,Peruvian,Peru,12,Defender,179,79,Left,LDU Quito,5750956,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,81,0,0,1,0,0.0,0.0,1,43,51,0.85,0,0,1,0,4,2,2,0,1,1,3,8,1,1,0,0,0,0,0.0,0,0,0,0,6.9,0.9,29.1,25,16,79.8,6.7,72.9,43.6,68.4,5.9,48.7,15.2,67.0,74.8,0,0,181,0,6.5
P00632,André Yotun,27,Peruvian,Peru,8,Defender,188,81,Right,Millonarios,16057761,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,51,0,0,2,0,0.0,0.0,0,22,26,0.88,0,0,0,0,3,3,3,0,0,0,2,9,0,1,0,0,0,0,0.0,0,0,0,0,5.1,0.7,30.6,17,7,89.9,5.4,54.3,41.6,73.2,3.4,73.5,32.0,79.0,72.9,0,1,254,0,5.1
P00639,Pedro Garcia,29,Peruvian,Peru,15,Midfielder,182,76,Right,Universidad de Chile,6071428,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,68,0,0,0,0,0.0,0.07,2,25,31,0.82,1,0,1,0,0,3,0,1,0,2,2,4,3,1,0,0,0,0,0.0,0,0,0,0,8.1,1.2,31.8,15,16,79.4,5.7,56.1,45.8,31.7,3.6,35.4,43.9,56.8,64.7,0,0,127,0,5.4
P00630,Pedro Callens,29,Peruvian,Peru,6,Defender,191,79,Right,Barcelona SC,1301709,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,74,0,0,0,0,0.0,0.0,0,29,37,0.8,0,0,2,0,4,2,2,0,2,1,1,8,0,3,1,0,0,0,0.0,0,0,0,0,8.9,1.1,35.5,17,19,94.5,6.1,69.9,18.4,48.5,1.9,34.7,34.2,41.1,46.4,0,0,333,0,5.9
P00642,Christian Urruti,28,Peruvian,Peru,18,Midfielder,174,79,Right,LDU Quito,19951489,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,82,0,1,0,0,0.55,0.01,3,61,71,0.87,3,1,1,0,3,5,1,0,1,0,7,9,0,1,0,0,0,0,0.0,0,0,0,0,9.3,1.3,35.2,21,25,86.5,7.7,80.2,65.6,24.6,11.5,79.6,71.1,83.7,59.9,0,1,253,0,7.5
P00648,Luis Lapadula,29,Peruvian,Peru,24,Forward,174,73,Left,Emelec,2084203,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,24,0,0,0,0,0.0,0.04,0,2,3,0.87,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,2.0,0.3,36.0,6,6,74.2,6.0,66.7,39.5,16.3,0.1,37.5,56.2,38.8,41.5,3,0,248,0,6.1
P00646,Gianluca Urruti,26,Peruvian,Peru,22,Forward,184,74,Right,Millonarios,8032380,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,13,0,0,0,0,0.0,0.0,0,1,2,0.7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,2.0,0.3,34.4,7,3,75.8,5.8,57.0,63.4,25.6,0.1,46.1,38.6,41.5,64.6,1,0,262,0,6.2
P00647,Pedro Lliuya,25,Peruvian,Peru,23,Forward,194,75,Right,Atletico Nacional,7169728,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,14,0,0,0,0,0.0,0.0,0,2,3,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2.0,0.3,34.7,4,1,75.3,6.9,73.9,53.2,23.1,0.2,44.0,54.5,53.2,61.7,0,0,67,0,6.7
P00634,Renato Traverso,33,Peruvian,Peru,10,Defender,179,80,Right,Nacional,25538402,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,72.6,0.0,0.0,44.8,99.0,0.0,87.7,37.7,99.0,66.7,0,0,57,0,0.0
P00637,Paolo Flores,33,Peruvian,Peru,13,Midfielder,180,74,Right,Nacional,2233688,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,82.9,0.0,5.7,30.7,39.5,0.0,24.8,38.9,42.4,64.8,0,0,139,0,0.0
P00628,Paolo Carrillo,29,Peruvian,Peru,4,Defender,179,78,Right,Colo-Colo,3188401,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,68.0,0.0,0.0,22.7,51.4,0.0,50.0,26.8,39.1,48.4,0,0,404,0,0.0
P00641,André Gonzalez,27,Peruvian,Peru,17,Midfielder,177,73,Right,Penarol,3565779,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,68.3,0.0,1.7,47.0,40.6,0.0,51.1,42.6,35.0,55.7,0,1,126,0,0.0
P00631,Luis Abram,34,Peruvian,Peru,7,Defender,183,79,Left,Sao Paulo,14916212,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,78.9,0.0,0.0,47.6,99.0,0.0,99.0,36.6,99.0,37.7,0,0,323,0,0.0
P00640,Luis Cartagena,30,Peruvian,Peru,16,Midfielder,176,68,Right,Nacional,84915109,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,80.7,0.0,2.2,72.3,78.6,0.0,88.7,83.5,97.0,43.9,1,0,344,0,0.0
P00644,Sergio Lapadula,22,Peruvian,Peru,20,Midfielder,182,76,Left,LDU Quito,9583419,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,81.7,0.0,0.0,65.2,50.4,0.0,53.4,49.0,67.9,58.8,0,0,324,0,0.0
P00649,André Advincula,18,Peruvian,Peru,25,Forward,183,70,Right,Deportivo Cali,18257949,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,77.7,0.0,1.4,82.3,31.2,0.0,81.3,65.4,65.7,67.5,2,2,345,0,0.0
P00643,Renato Lliuya,28,Peruvian,Peru,19,Midfielder,181,77,Right,Universidad de Chile,16541745,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,78.4,0.0,5.0,52.5,51.8,0.0,73.0,55.6,62.8,49.7,0,1,346,0,0.0
P00645,Paolo Gonzalez,27,Peruvian,Peru,21,Forward,167,76,Right,Atletico Nacional,95330064,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,56.2,0.0,1.3,90.6,25.6,0.0,47.4,36.3,94.9,51.4,1,0,144,0,0.0
P00625,Paolo Lapadula,30,Peruvian,Peru,1,Goalkeeper,180,71,Right,Flamengo,8269183,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,70.2,0.0,0.0,9.2,74.9,0.0,68.8,31.9,69.2,51.5,0,0,292,0,0.0
P00627,Pedro Cueva,23,Peruvian,Peru,3,Goalkeeper,187,76,Right,Emelec,3412371,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Netherlands,Group Stage,W,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,87.1,0.0,0.4,7.3,48.1,0.0,39.6,26.3,46.6,33.1,0,0,346,0,0.0
P00133,Memphis van Dijk,31,Dutch,Netherlands,3,Goalkeeper,190,83,Right,AIK,7105500,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,81,0,0,0,0,0.0,0.0,0,21,28,0.78,0,0,1,0,0,0,2,0,0,0,3,2,1,1,0,0,0,4,0.7,1,0,2,0,7.5,1.1,28.0,17,18,99.0,6.0,61.5,17.7,76.6,3.1,70.7,21.7,78.1,43.8,0,0,323,0,6.4
P00141,Teun Gravenberch,18,Dutch,Netherlands,11,Defender,179,74,Right,Copenhagen,24863794,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,85,0,0,2,0,0.0,0.0,2,70,86,0.82,1,0,2,0,2,1,6,1,1,1,4,10,1,0,0,0,0,0,0.0,0,0,0,0,10.3,1.5,32.7,16,15,84.6,6.7,64.7,69.8,98.7,14.5,99.0,39.2,99.0,71.7,0,0,91,0,6.2
P00147,Matthijs Wijndal,25,Dutch,Netherlands,17,Midfielder,179,78,Right,Midtjylland,3323339,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,72,0,0,0,0,0.01,0.0,1,16,20,0.82,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.0,0,0,0,0,9.5,0.9,34.9,21,18,88.5,5.8,55.2,43.7,46.5,1.5,49.3,40.8,34.2,40.0,1,0,300,0,6.0
P00145,Memphis van de Ven,19,Dutch,Netherlands,15,Midfielder,181,76,Right,Grasshoppers,5825326,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,80,0,0,0,0,0.0,0.01,0,37,49,0.76,2,1,2,0,0,0,1,1,2,2,1,2,1,0,0,0,0,0,0.0,0,0,0,0,11.0,1.3,33.5,17,23,99.0,5.9,62.9,42.1,37.0,3.2,53.9,38.2,50.6,59.2,1,0,421,0,6.3
P00140,Denzel Malen,27,Dutch,Netherlands,10,Defender,183,76,Right,Besiktas,19251935,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,72,0,0,0,0,0.0,0.0,0,31,41,0.78,1,0,0,0,0,4,3,2,2,0,3,9,1,0,1,0,0,0,0.0,0,0,0,0,8.2,1.2,34.4,24,23,99.0,6.4,60.7,23.0,79.4,4.9,51.7,31.6,63.6,35.4,0,1,248,0,7.4
P00136,Memphis Simons,26,Dutch,Netherlands,6,Defender,179,73,Right,RB Salzburg,89592644,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,90,0,0,2,0,0.0,0.0,1,67,81,0.83,3,1,1,0,0,3,1,1,0,3,12,5,2,2,1,0,0,0,0.0,0,0,0,0,9.6,0.9,32.3,22,19,93.9,7.0,71.0,78.6,99.0,22.1,99.0,38.0,99.0,54.3,1,0,215,0,7.4
P00153,Memphis Zerrouki,25,Dutch,Netherlands,23,Forward,166,71,Right,Fenerbahce,154445945,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,90,1,1,1,0,0.03,0.0,3,43,60,0.72,7,4,0,0,3,0,0,0,3,0,1,3,0,1,0,0,0,0,0.0,0,0,0,0,8.9,0.8,30.5,21,25,99.0,8.2,87.7,99.0,9.4,15.5,91.4,98.5,99.0,75.0,2,1,165,0,8.4
P00135,Cody Dumfries,30,Dutch,Netherlands,5,Defender,181,78,Right,Fenerbahce,26893686,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,84,0,0,0,0,0.0,0.0,1,47,58,0.82,0,0,1,0,4,3,4,0,6,2,5,11,3,1,0,0,0,0,0.0,0,0,0,0,8.4,1.1,31.4,30,23,99.0,6.3,68.9,33.2,75.8,7.8,62.9,28.7,63.1,47.9,0,0,348,0,6.0
P00154,Daley Gakpo,26,Dutch,Netherlands,24,Forward,185,76,Left,Besiktas,27908261,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,81,0,0,4,1,0.04,0.0,0,26,38,0.69,3,1,0,0,2,0,0,0,3,1,0,2,2,0,0,0,0,0,0.0,0,0,0,0,7.2,1.0,34.2,20,11,98.2,6.7,67.1,52.4,21.5,2.6,79.0,92.6,56.7,61.3,0,1,264,0,6.6
P00144,Cody de Jong,25,Dutch,Netherlands,14,Midfielder,184,84,Left,Rapid Vienna,30674910,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,82,0,2,0,0,0.0,0.31,0,61,75,0.82,1,0,0,0,1,1,2,0,1,2,7,4,0,1,1,0,0,0,0.0,0,0,0,0,10.4,1.0,30.0,22,20,96.9,6.7,65.4,99.0,57.9,10.6,90.3,75.5,96.0,60.7,0,4,482,1,6.3
P00156,Virgil van Dijk,29,Dutch,Netherlands,26,Forward,177,72,Right,Anderlecht,12881745,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,63,0,0,2,0,0.01,0.01,2,27,31,0.89,3,1,1,0,0,0,0,1,0,0,4,1,0,1,0,0,1,0,0.0,0,0,0,0,6.5,0.8,31.8,12,19,95.4,6.3,58.8,76.0,28.2,6.2,39.8,47.8,84.7,61.2,1,0,356,0,6.7
P00138,Matthijs Timber,31,Dutch,Netherlands,8,Defender,192,75,Right,Benfica,3113021,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,40,0,0,1,0,0.0,0.0,0,21,24,0.9,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.0,0,0,0,0,4.7,0.7,31.7,10,15,85.9,6.6,69.7,15.6,40.3,1.1,42.1,27.1,35.7,48.2,1,0,301,0,6.4
P00137,Daley Berghuis,26,Dutch,Netherlands,7,Defender,187,75,Left,RB Leipzig,3632122,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,13,0,0,0,0,0.0,0.0,0,1,2,0.83,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,2.0,0.3,33.4,4,4,94.0,4.8,47.4,26.2,43.2,0.1,48.6,10.3,34.4,38.8,0,0,110,0,5.2
P00146,Daley Frimpong,24,Dutch,Netherlands,16,Midfielder,174,74,Right,Marseille,29198612,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,19,0,0,1,0,0.0,0.0,0,13,15,0.87,0,0,0,0,1,2,2,1,0,0,0,6,0,0,0,0,0,0,0.0,0,0,0,0,3.0,0.4,30.1,10,7,86.8,6.6,61.2,88.2,84.6,1.5,91.2,57.3,82.6,34.6,0,0,236,0,6.6
P00142,Xavi Veerman,29,Dutch,Netherlands,12,Defender,189,76,Right,Tottenham,3161289,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,72.3,0.0,0.0,12.3,40.6,0.0,26.0,42.9,35.0,43.3,0,0,19,0,0.0
P00149,Denzel Zerrouki,31,Dutch,Netherlands,19,Midfielder,180,76,Right,Young Boys,4090830,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,72.5,0.0,0.6,48.8,57.2,0.0,33.4,51.7,42.0,57.9,1,2,260,0,0.0
P00134,Frenkie de Ligt,25,Dutch,Netherlands,4,Defender,191,84,Right,Atletico Madrid,3079799,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,75.4,0.0,0.0,24.7,48.5,0.0,60.6,38.1,41.0,46.3,0,0,20,0,0.0
P00155,Matthijs Blind,20,Dutch,Netherlands,25,Forward,184,79,Right,Roma,5709728,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,76.9,0.0,0.0,37.1,34.8,0.0,49.8,41.8,34.0,47.0,1,0,320,0,0.0
P00152,Cody Lang,23,Dutch,Netherlands,22,Forward,190,83,Right,Dinamo Zagreb,118478456,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,77.2,0.0,2.3,99.0,23.0,0.0,99.0,99.0,88.9,41.2,1,1,73,0,0.0
P00150,Teun Gakpo,21,Dutch,Netherlands,20,Midfielder,177,76,Right,Midtjylland,7013403,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,84.3,0.0,0.0,36.9,36.6,0.0,42.3,39.1,35.6,63.4,0,0,254,0,0.0
P00148,Virgil Lang,22,Dutch,Netherlands,18,Midfielder,183,78,Right,Copenhagen,1940925,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,70.8,0.0,0.0,38.6,26.8,0.0,58.5,61.2,37.3,52.2,0,3,267,0,0.0
P00139,Virgil Weghorst,29,Dutch,Netherlands,9,Defender,189,79,Right,Lech Poznan,28344304,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,65.5,0.0,5.3,47.6,99.0,0.0,84.3,34.2,99.0,70.0,0,0,181,0,0.0
P00151,Frenkie Wijndal,30,Dutch,Netherlands,21,Forward,172,72,Right,Benfica,35232276,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,65.0,0.0,0.0,74.8,23.8,0.0,80.3,86.6,75.4,45.0,1,0,450,0,0.0
P00143,Frenkie Ake,25,Dutch,Netherlands,13,Midfielder,179,76,Right,Sporting CP,81570317,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,80.0,0.0,1.9,99.0,85.0,0.0,99.0,99.0,93.4,46.9,0,4,234,0,0.0
P00131,Frenkie Gakpo,29,Dutch,Netherlands,1,Goalkeeper,188,82,Right,Tottenham,15983743,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,0,0,0,0,0,0.0,0.0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,75.0,0.0,0.0,10.5,93.3,0.0,87.3,38.2,99.0,61.0,0,0,80,0,0.0
P00132,Cody Blind,37,Dutch,Netherlands,2,Goalkeeper,191,80,Right,AIK,4711160,M00002,2026-07-16,Arrowhead Stadium,Kansas City,Peru,Group Stage,L,1,2,0,0,1,0,0,0.0,0.0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,75.2,0.0,3.1,3.4,51.9,0.0,43.9,37.5,43.8,47.2,0,1,137,0,0.0
P01041,Achraf Saiss,30,Moroccan,Morocco,1,Goalkeeper,188,78,Right,Zamalek,2480872,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,76,0,0,0,0,0.0,0.0,0,10,14,0.75,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0,0,0,1,0,8.0,1.2,26.0,31,20,78.5,5.9,58.8,21.4,65.1,1.2,53.4,34.2,59.3,46.8,0,0,305,0,5.1
P01054,Romain Aboukhlal,18,Moroccan,Morocco,14,Midfielder,183,85,Right,TP Mazembe,46433213,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,77,1,0,2,0,0.0,0.03,4,64,82,0.79,1,0,0,0,2,2,3,0,1,1,6,7,1,0,1,0,0,0,0.0,0,0,0,0,9.7,1.4,28.0,20,17,99.0,7.2,66.2,82.0,67.1,19.1,77.5,85.0,71.0,53.7,3,2,568,0,7.4
P01059,Noussair Chibi,22,Moroccan,Morocco,19,Midfielder,182,75,Right,Al-Hilal Omdurman,3323569,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,69,0,0,1,0,0.0,0.0,1,21,28,0.76,0,0,0,0,1,2,2,1,0,0,2,6,0,0,0,0,0,0,0.0,0,0,0,0,6.9,0.9,31.1,24,14,64.6,6.1,65.7,41.9,38.4,2.6,40.2,40.9,47.9,59.6,0,0,128,0,5.8
P01048,Yassine Dari,32,Moroccan,Morocco,8,Defender,181,74,Right,Wydad Casablanca,3240864,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,75,0,0,0,0,0.0,0.01,0,42,51,0.83,1,0,0,0,3,0,9,0,2,0,6,12,1,0,0,0,0,0,0.0,0,0,0,0,8.1,0.8,30.5,20,21,77.4,6.1,61.0,45.6,69.6,6.9,48.3,33.0,74.5,46.5,0,0,200,0,5.9
P01063,Nayef Chibi,17,Moroccan,Morocco,23,Forward,168,70,Right,TP Mazembe,7351828,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,68,1,0,1,0,0.13,0.0,2,7,10,0.72,1,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0.0,0,0,0,0,6.7,0.6,35.5,24,13,98.5,6.2,60.1,47.5,17.2,1.5,40.1,28.3,49.2,40.4,2,0,330,0,6.3
P01045,Romain Mazraoui,33,Moroccan,Morocco,5,Defender,188,81,Right,Gor Mahia,10590344,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,90,0,0,1,0,0.0,0.0,0,47,54,0.88,0,0,0,0,2,3,2,3,3,3,4,10,2,2,1,0,0,0,0.0,0,0,0,0,7.7,0.8,31.2,30,15,97.0,5.9,58.3,37.4,71.7,7.7,72.7,36.6,73.7,44.8,1,0,415,0,6.0
P01062,Romain Aguerd,29,Moroccan,Morocco,22,Forward,168,69,Right,Gor Mahia,12547415,M00003,2026-07-04,Gillette Stadium,Boston,Senegal,Group Stage,L,0,1,46,0,1,3,1,0.08,0.01,0,10,11,0.91,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4.4,0.6,35.8,21,8,77.5,6.9,66.0,40.5,11.9,0.7,44.3,24.2,39.0,42.4,2,1,233,0,7.0
